user;age;gender;residence;religion;maritalstatus;profession;politicalorientation;sexualorientation;numfriends;like1;like2;like3;classvalue;auth;mod
381;18-25;male;Santa Barbara;Christian;Widowed;Sales and office;Center Right;Heterosexual;MEDIUM;music artist;music artist;entertainment;NO;0.350785;1
380;26-35;male;Santa Barbara;Jewish;Single;Sales and office;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.361257;1
379;18-25;male;Palo Alto;Christian;Divorced;Service;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.450262;1
378;56-65;male;San Jose;Christian;Single;Natural resources construction and maintenance;Far Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.376963;4
377;26-35;female;Cambridge;Christian;Married;Production transportation and material moving;Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;YES;0.424084;1
376;18-25;male;Palo Alto;Christian;Married;Natural resources construction and maintenance;Right;Heterosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.439791;1
375;18-25;male;Palo Alto;Jewish;Single;Service;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.565445;1
374;36-45;male;Boston;Christian;Married;Sales and office;Center;Heterosexual;HIGH;tv show;drink brand;soccer club;NO;0.057592;0
373;18-25;male;Santa Barbara;Christian;Widowed;Sales and office;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.130890;8
372;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.094241;1
371;26-35;male;Winthrop;Muslim;Married;Student;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.130890;0
370;36-45;male;Santa Barbara;Christian;Married;Professional;Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.109948;0
369;36-45;male;Boston;Christian;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.167539;0
368;26-35;male;Boston;No religious affiliation;Married;Professional;Center Left;Heterosexual;LOW;music artist;drink brand;entertainment;NO;0.136126;0
367;18-25;male;Boston;Other Religions;Married;Professional;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.235602;0
366;18-25;female;Palo Alto;Christian;Divorced;Student;Center Left;Heterosexual;MEDIUM;music artist;music artist;entertainment;NO;0.136126;1
365;56-65;female;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.172775;3
364;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.130890;1
363;36-45;female;Boston;No religious affiliation;Single;Service;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.219895;0
362;36-45;male;Winthrop;Other Religions;Married;Sales and office;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.104712;0
361;56-65;female;Boston;Muslim;Married;Manager;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.219895;0
360;36-45;male;Boston;No religious affiliation;Married;Production transportation and material moving;Right;Homosexual;LOW;entertainment;entertainment;music artist;NO;0.193717;0
359;36-45;male;Winthrop;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;entertainment;drink brand;entertainment;NO;0.293194;0
358;26-35;male;San Jose;No religious affiliation;Married;Sales and office;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.115183;0
357;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.125654;0
356;36-45;male;Winthrop;No religious affiliation;Single;Manager;Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.136126;0
355;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.204188;0
354;66-75;female;San Jose;Jewish;Married;Production transportation and material moving;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.130890;4
353;36-45;male;Winthrop;No religious affiliation;Widowed;Professional;Center Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.246073;0
352;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.219895;0
351;26-35;male;San Jose;Buddhist;Married;Professional;Center Left;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.308901;0
350;36-45;male;San Jose;Other Religions;Single;Manager;Center;Bisexual;LOW;tv show;drink brand;soccer club;NO;0.146597;0
349;46-55;male;Palo Alto;Buddhist;Single;Service;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.277487;1
348;18-25;female;Santa Barbara;Muslim;Married;Professional;Center;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.204188;0
347;26-35;male;San Jose;Muslim;Divorced;Student;Far Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.277487;1
346;18-25;male;Boston;No religious affiliation;Married;Manager;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.141361;0
345;26-35;male;Palo Alto;No religious affiliation;Married;Professional;Center;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.272251;0
344;36-45;male;Palo Alto;Christian;Married;Production transportation and material moving;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.303665;0
343;18-25;male;Palo Alto;Muslim;Married;Student;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.560209;1
342;18-25;male;San Jose;Christian;Widowed;Sales and office;Center Left;Heterosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.146597;1
341;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.157068;1
340;18-25;female;Santa Barbara;Christian;Single;Sales and office;Left;Heterosexual;MEDIUM;entertainment;entertainment;music artist;YES;0.251309;1
339;66-75;female;San Jose;Jewish;Divorced;Service;Left;Homosexual;LOW;entertainment;entertainment;music artist;YES;0.141361;4
338;18-25;female;Winthrop;Christian;Single;Professional;Center Right;Heterosexual;HIGH;entertainment;entertainment;music artist;NO;0.209424;8
337;76-85;female;San Jose;Hindu;Single;Professional;Center;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.188482;1
336;18-25;male;Winthrop;Christian;Married;Professional;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.345550;8
335;46-55;male;Palo Alto;Hindu;Married;Student;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.183246;1
334;66-75;female;Santa Barbara;Jewish;Divorced;Production transportation and material moving;Far Left;Homosexual;LOW;tv show;drink brand;soccer club;YES;0.246073;4
333;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.261780;1
332;18-25;male;Palo Alto;Christian;Married;Student;Center Left;Homosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.298429;1
331;26-35;female;Santa Barbara;Muslim;Single;Student;Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.225131;4
330;66-75;male;Palo Alto;Christian;Married;Production transportation and material moving;Left;Heterosexual;MEDIUM;tv show;drink brand;soccer club;YES;0.345550;4
329;18-25;male;San Jose;Christian;Divorced;Service;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.345550;1
328;26-35;male;Palo Alto;Jewish;Single;Student;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.445026;1
327;66-75;female;Winthrop;Jewish;Single;Production transportation and material moving;Far Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.193717;4
326;18-25;female;Winthrop;No religious affiliation;Single;Service;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.277487;8
325;18-25;male;Palo Alto;Christian;Married;Service;Center Right;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.298429;1
324;18-25;male;Palo Alto;Muslim;Widowed;Manager;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.293194;1
323;56-65;female;Palo Alto;Buddhist;Married;Production transportation and material moving;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.219895;9
322;18-25;female;San Jose;Christian;Married;Student;Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;YES;0.261780;1
321;18-25;female;Palo Alto;Hindu;Divorced;Student;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.387435;1
320;36-45;female;Boston;Muslim;Married;Student;Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.450262;1
319;18-25;male;San Jose;Christian;Divorced;Service;Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;YES;0.235602;1
318;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.356021;1
317;18-25;female;San Jose;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.277487;1
316;18-25;male;Santa Barbara;Christian;Married;Professional;Center Left;Heterosexual;MEDIUM;music artist;music artist;entertainment;NO;0.539267;1
315;66-75;female;San Jose;Jewish;Single;Production transportation and material moving;Far Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.324607;4
314;18-25;female;Santa Barbara;Christian;Divorced;Student;Center Right;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.429319;1
313;56-65;male;San Jose;Christian;Widowed;Student;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.434555;1
312;18-25;male;Palo Alto;Christian;Married;Student;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.722513;1
311;18-25;female;Winthrop;Jewish;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.167539;6
310;18-25;male;Winthrop;Christian;Single;Sales and office;Center;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.130890;0
309;56-65;male;Santa Barbara;Hindu;Widowed;Natural resources construction and maintenance;Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.219895;3
308;26-35;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.136126;0
307;18-25;male;Palo Alto;No religious affiliation;Married;Sales and office;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.193717;0
306;26-35;male;Santa Barbara;No religious affiliation;Widowed;Professional;Center Right;Homosexual;LOW;music artist;music artist;entertainment;NO;0.193717;0
305;36-45;male;San Jose;Muslim;Widowed;Sales and office;Left;Homosexual;LOW;music artist;music artist;entertainment;YES;0.277487;0
304;76-85;male;San Jose;No religious affiliation;Married;Manager;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.225131;3
303;56-65;male;San Jose;Hindu;Widowed;Natural resources construction and maintenance;Center Right;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.261780;3
302;18-25;female;Winthrop;Jewish;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.219895;6
301;18-25;male;Palo Alto;Christian;Single;Professional;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.298429;1
300;56-65;male;Winthrop;Buddhist;Single;Natural resources construction and maintenance;Center Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.267016;0
299;18-25;male;Winthrop;Christian;Married;Sales and office;Center;Homosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.340314;6
298;26-35;male;San Jose;No religious affiliation;Single;Manager;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.314136;0
297;56-65;male;Santa Barbara;Hindu;Married;Production transportation and material moving;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.450262;3
296;36-45;female;Boston;Muslim;Single;Service;Right;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.162304;0
295;76-85;female;San Jose;Christian;Married;Production transportation and material moving;Far Left;Heterosexual;MEDIUM;music artist;music artist;entertainment;YES;0.198953;4
294;26-35;male;Santa Barbara;Christian;Single;Student;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.162304;0
293;36-45;male;Santa Barbara;Christian;Single;Sales and office;Center;Homosexual;LOW;music artist;music artist;entertainment;NO;0.298429;0
292;36-45;male;Palo Alto;Other Religions;Widowed;Manager;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.209424;0
291;36-45;male;Boston;Christian;Married;Sales and office;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.287958;0
290;36-45;male;Boston;Christian;Married;Sales and office;Center;Heterosexual;MEDIUM;tv show;drink brand;soccer club;NO;0.282723;0
289;36-45;male;Boston;Muslim;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.392670;0
288;36-45;male;Winthrop;Christian;Married;Sales and office;Center;Homosexual;LOW;music artist;music artist;entertainment;NO;0.282723;0
287;26-35;female;Winthrop;Christian;Married;Professional;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.314136;6
286;36-45;male;Winthrop;Other Religions;Married;Natural resources construction and maintenance;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.277487;0
285;66-75;male;Santa Barbara;Hindu;Widowed;Production transportation and material moving;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.413613;3
284;36-45;male;Boston;Muslim;Widowed;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.366492;0
283;18-25;female;Palo Alto;Jewish;Married;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.486911;6
282;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.397906;0
281;56-65;female;Cambridge;Christian;Widowed;Professional;Center;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.795812;0
280;18-25;female;Winthrop;Christian;Married;Professional;Left;Bisexual;MEDIUM;entertainment;entertainment;music artist;YES;0.251309;8
279;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.240838;1
278;18-25;female;Boston;Christian;Single;Service;Left;Heterosexual;MEDIUM;entertainment;entertainment;music artist;YES;0.340314;8
277;76-85;female;San Jose;Christian;Married;Natural resources construction and maintenance;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.272251;4
276;66-75;female;San Jose;Jewish;Married;Production transportation and material moving;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.246073;4
275;66-75;female;San Jose;Christian;Married;Production transportation and material moving;Far Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;YES;0.298429;4
274;18-25;female;Winthrop;Christian;Single;Sales and office;Center Right;Heterosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.471204;8
273;66-75;female;San Jose;Jewish;Married;Production transportation and material moving;Far Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.230366;4
272;36-45;male;Boston;Christian;Married;Student;Left;Heterosexual;MEDIUM;tv show;drink brand;soccer club;YES;0.308901;8
271;26-35;female;Palo Alto;Christian;Single;Student;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.293194;1
270;18-25;male;Boston;Christian;Single;Student;Far Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;YES;0.382199;1
269;66-75;female;Boston;Jewish;Single;Natural resources construction and maintenance;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.397906;4
268;18-25;female;Winthrop;Christian;Single;Service;Center Right;Heterosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.434555;8
267;26-35;male;Palo Alto;Jewish;Divorced;Professional;Center Left;Homosexual;LOW;tv show;drink brand;soccer club;NO;0.450262;1
266;18-25;male;Winthrop;Christian;Married;Student;Right;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.565445;1
265;36-45;male;San Jose;Christian;Widowed;Manager;Right;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.209424;1
264;18-25;male;Palo Alto;Hindu;Single;Student;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.267016;1
263;46-55;male;Palo Alto;Christian;Single;Sales and office;Center Left;Heterosexual;MEDIUM;tv show;drink brand;soccer club;NO;0.308901;1
262;18-25;male;Palo Alto;Christian;Widowed;Sales and office;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.460733;1
261;56-65;female;San Jose;Jewish;Married;Production transportation and material moving;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.319372;4
260;66-75;female;Boston;Jewish;Married;Production transportation and material moving;Center Right;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.465969;4
259;56-65;female;Winthrop;Jewish;Single;Production transportation and material moving;Far Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.455497;4
258;66-75;female;San Jose;Muslim;Married;Production transportation and material moving;Center Right;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.643979;4
257;26-35;female;Palo Alto;Christian;Widowed;Student;Far Right;Heterosexual;MEDIUM;tv show;drink brand;soccer club;NO;0.324607;1
256;26-35;male;Palo Alto;Hindu;Single;Natural resources construction and maintenance;Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.471204;1
255;26-35;male;Palo Alto;Muslim;Single;Student;Center Right;Bisexual;LOW;music artist;music artist;entertainment;YES;0.450262;1
254;26-35;male;Santa Barbara;Christian;Married;Student;Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;YES;0.633508;1
253;56-65;female;Boston;Buddhist;Single;Manager;Left;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.434555;2
252;76-85;male;Cambridge;Christian;Married;Manager;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.612565;1
251;26-35;female;Boston;Muslim;Single;Student;Center Left;Homosexual;LOW;drink brand;drink brand;entertainment;YES;0.670157;1
250;18-25;male;Palo Alto;Muslim;Single;Sales and office;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.753927;1
249;66-75;female;Boston;Other Religions;Married;Service;Far Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.094241;0
248;36-45;male;Boston;Christian;Married;Manager;Center;Bisexual;MEDIUM;entertainment;entertainment;music artist;NO;0.141361;0
247;36-45;male;Winthrop;No religious affiliation;Divorced;Sales and office;Center;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.136126;0
246;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.157068;5
245;36-45;male;Winthrop;No religious affiliation;Divorced;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.089005;0
244;36-45;male;Boston;Muslim;Married;Sales and office;Center;Heterosexual;MEDIUM;entertainment;drink brand;music artist;YES;0.193717;0
243;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.209424;0
242;36-45;male;Palo Alto;Other Religions;Married;Sales and office;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.256545;0
241;26-35;female;Winthrop;Muslim;Married;Sales and office;Center Right;Bisexual;MEDIUM;entertainment;entertainment;music artist;YES;0.094241;5
240;56-65;female;Cambridge;Hindu;Married;Sales and office;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.141361;1
239;18-25;female;Boston;No religious affiliation;Widowed;Sales and office;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.151832;5
238;26-35;male;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.282723;5
237;18-25;male;Palo Alto;Christian;Widowed;Professional;Center Right;Homosexual;LOW;entertainment;entertainment;music artist;NO;0.141361;5
236;36-45;male;San Jose;Buddhist;Single;Service;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.267016;5
235;36-45;male;Boston;No religious affiliation;Single;Professional;Center;Bisexual;LOW;entertainment;entertainment;music artist;NO;0.214660;0
234;18-25;female;Winthrop;Muslim;Single;Professional;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.324607;5
233;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;MEDIUM;entertainment;drink brand;music artist;NO;0.104712;0
232;26-35;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.172775;0
231;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.109948;0
230;56-65;male;Boston;Christian;Divorced;Student;Left;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.204188;1
229;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.214660;0
228;26-35;male;Winthrop;Christian;Single;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.198953;0
227;26-35;male;Boston;Hindu;Single;Service;Center;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.204188;0
226;36-45;male;Santa Barbara;Muslim;Married;Manager;Center;Homosexual;LOW;entertainment;entertainment;music artist;YES;0.356021;0
225;36-45;male;Santa Barbara;No religious affiliation;Married;Service;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.183246;0
224;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.230366;0
223;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.214660;0
222;18-25;male;Santa Barbara;Jewish;Single;Student;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.308901;1
221;36-45;male;Cambridge;No religious affiliation;Widowed;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.225131;0
220;18-25;male;Cambridge;Christian;Single;Student;Right;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.287958;5
219;26-35;male;Boston;Traditional Spirituality;Single;Manager;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.314136;0
218;66-75;male;Boston;No religious affiliation;Divorced;Professional;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.544503;0
217;18-25;male;San Jose;Muslim;Single;Sales and office;Center Right;Homosexual;LOW;entertainment;entertainment;music artist;YES;0.146597;5
216;26-35;male;Cambridge;Muslim;Married;Service;Center;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.130890;5
215;18-25;male;Cambridge;Muslim;Married;Student;Center Right;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.240838;1
214;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.188482;5
213;26-35;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.230366;5
212;66-75;female;Winthrop;No religious affiliation;Married;Sales and office;Center;Homosexual;LOW;drink brand;drink brand;entertainment;NO;0.167539;2
211;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.298429;5
210;66-75;female;Winthrop;Christian;Single;Professional;Center Right;Homosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.151832;5
209;18-25;female;Cambridge;Christian;Single;Professional;Center;Bisexual;LOW;drink brand;drink brand;entertainment;NO;0.219895;5
208;18-25;female;Palo Alto;Christian;Single;Natural resources construction and maintenance;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.214660;1
207;18-25;female;Palo Alto;Muslim;Widowed;Student;Center Right;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.282723;1
206;18-25;male;Cambridge;Muslim;Single;Student;Center;Heterosexual;LOW;drink brand;drink brand;entertainment;YES;0.235602;5
205;18-25;female;Winthrop;Christian;Divorced;Professional;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.319372;5
204;26-35;male;Palo Alto;Christian;Single;Professional;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.319372;1
203;18-25;female;Winthrop;Other Religions;Married;Professional;Center Right;Asexual;LOW;entertainment;entertainment;music artist;NO;0.439791;5
202;36-45;male;Cambridge;Christian;Married;Sales and office;Left;Heterosexual;MEDIUM;entertainment;entertainment;music artist;YES;0.172775;0
201;18-25;male;Winthrop;Muslim;Divorced;Professional;Center Right;Asexual;LOW;entertainment;entertainment;music artist;YES;0.193717;5
200;46-55;male;Palo Alto;Christian;Widowed;Sales and office;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.256545;0
199;18-25;male;Winthrop;Christian;Married;Student;Center Right;Asexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.319372;1
198;26-35;female;Boston;No religious affiliation;Married;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.214660;0
197;26-35;male;Winthrop;Christian;Single;Professional;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.308901;5
196;36-45;female;Palo Alto;Buddhist;Divorced;Professional;Center Left;Heterosexual;LOW;music artist;music artist;entertainment;NO;0.366492;2
195;18-25;male;Palo Alto;Christian;Married;Student;Center Left;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.502618;1
194;26-35;male;Cambridge;Christian;Single;Student;Center;Heterosexual;MEDIUM;entertainment;entertainment;music artist;NO;0.230366;1
193;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.303665;1
192;18-25;male;Palo Alto;Christian;Single;Student;Center Left;Heterosexual;MEDIUM;drink brand;drink brand;entertainment;NO;0.314136;1
191;26-35;male;San Jose;No religious affiliation;Divorced;Student;Center Left;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.471204;1
190;66-75;male;Santa Barbara;Jewish;Single;Production transportation and material moving;Far Left;Heterosexual;LOW;tv show;drink brand;soccer club;YES;0.298429;4
189;18-25;male;Palo Alto;Christian;Single;Manager;Center Left;Heterosexual;MEDIUM;music artist;music artist;entertainment;NO;0.581152;1
188;26-35;male;Palo Alto;Other Religions;Married;Student;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.450262;1
187;18-25;female;Cambridge;Hindu;Married;Student;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.596859;1
186;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.157068;5
185;36-45;male;Boston;No religious affiliation;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.167539;0
184;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.198953;5
183;18-25;female;Winthrop;Muslim;Single;Professional;Center Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.193717;5
182;18-25;female;Boston;Muslim;Single;Professional;Far Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.219895;5
181;18-25;male;Winthrop;Muslim;Married;Sales and office;Center;Heterosexual;LOW;music artist;music artist;entertainment;YES;0.225131;5
180;18-25;female;Winthrop;Christian;Widowed;Professional;Left;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.397906;5
179;26-35;male;Winthrop;Christian;Married;Manager;Center Left;Heterosexual;LOW;tv show;drink brand;soccer club;NO;0.157068;0
178;26-35;female;San Jose;Muslim;Widowed;Student;Right;Heterosexual;LOW;entertainment;entertainment;music artist;YES;0.251309;5
177;36-45;male;Boston;Hindu;Married;Sales and office;Center;Heterosexual;LOW;entertainment;entertainment;music artist;NO;0.225131;0
176;18-25;male;San Jose;Christian;Married;Sales and office;Center;Heterosexual;LOW;drink brand;drink brand;entertainment;NO;0.335079;5
